"Problemas de navegación (beta): Estos son posibles problemas con enlaces internos, externos y notas al pie. Le recomendamos que los compruebe con la interfaz de usuario de Kindle Previewer y solucione cualquier problema para mejorar la lectura."
"Tipo","Categoría","Descripción","Ubicación","Solución recomendada"
"Navegación","Enlace externo no válido","Su libro tiene un enlace externo que no funciona: pagina_web_libro.blogspot.com","4","Actualice una URL externa válida. Para saber más, consulte la sección Pautas de enlaces externos, en las Pautas de publicación de Kindle. Si su libro está hecho en Microsoft Word, consulte la Guía de formato para eBooks en Amazon KDP."
